chq,faq,Entities,labels
This woman takes Premarin 0.625 milligrams for osteoporosis prophylaxis but she got sore breasts.  Is there a smaller size Premarin like 0.3 milligrams?,"
   What is the other drug besides Famvir and acyclovir for Herpes Zoster?
","['osteoporosis', 'sore']",0
"   A woman with bad acne, status post bilateral tubal ligation is on Accutane.  Dermatologist put her on oral contraceptive too.  Why?","
   Patient status post bilateral tubal ligation on Accutane for acne.  Dermatologist put her on oral contraceptives too.  Why?
","['Accutane', 'bad acne', 'oral contraceptive']",1
"   A woman with bad acne, status post bilateral tubal ligation is on Accutane.  Dermatologist put her on oral contraceptive too.  Why?","
   What antibiotic should I use for this diabetic patient's infected foot ulcer?
","['Accutane', 'bad acne', 'oral contraceptive']",0
   An old man went for eye surgery to have a cataract removed.  I did a physical exam for this.  I could not see the disk and could not test the ophthalmic nerve.  Which cranial nerve number is the ophthalmic nerve so I can dictate that I could not test it.,"
   Did pre-cataract physical exam. Which cranial nerve number is the ophthalmic nerve?
",['cataract'],1
   An old man went for eye surgery to have a cataract removed.  I did a physical exam for this.  I could not see the disk and could not test the ophthalmic nerve.  Which cranial nerve number is the ophthalmic nerve so I can dictate that I could not test it.,How should I treat polymenorrhea in a 14-year-old girl?,['cataract'],0
   His nurse's daughter had a tumor on her knee (distal femur).  It was increasing in size but looked like a benign osteochondroma.  Is it an osteochondroma even though increasing in size?,"
   Patient with enlarging tumor distal femur, looks like osteochondroma.  Is it?
",['tumor'],1
   The local pharmacist had a malignant melanoma.  When the pathology report came back I needed to look up the classification system for depth of involvement.,"
   Patient with malignant melanoma; on pathology report, how to interpret Clark levels?
",['malignant melanoma'],1
   The local pharmacist had a malignant melanoma.  When the pathology report came back I needed to look up the classification system for depth of involvement.,How should I treat polymenorrhea in a 14-year-old girl?,['malignant melanoma'],0
"   A man had a tumor on his tongue.  I did not know what it was so I referred him to an otolaryngologist.  The question was ""What is this tumor on the tongue?""","
   What is this tumor on his tongue?
",['tumor'],1
"   A man had a tumor on his tongue.  I did not know what it was so I referred him to an otolaryngologist.  The question was ""What is this tumor on the tongue?""","72-year-old woman, chronic lymphocytic leukemia. How should I treat her?",['tumor'],0
   What are the Supplemental Security Income (SSI) criteria for disability?,"
   What are the Supplemental Security Income (SSI) criteria for disability?
","['SSI', 'disability']",1
   Should a gestational diabetic have any antenatal fetal well-being testing done?,"
   Should a gestational diabetic have any antenatal fetal well-being testing done?
",['gestational diabetic'],1
   Should a gestational diabetic have any antenatal fetal well-being testing done?,"
   Let's give these immunizations.  That's right isn't it?
",['gestational diabetic'],0
   What is the optimal treatment for depression during pregnancy?  (this patient was on Paxil),"
   What is optimal treatment for depression in pregnancy? (now on Paxil)
",['depression'],1
   What is the optimal treatment for depression during pregnancy?  (this patient was on Paxil),"
   After starting treatment for streptococcal sore throat, how long to stay out of work or school?
",['depression'],0
   Is it really safe to use Paxil during the first trimester of pregnancy.  I think it is but I want to confirm that it is.,"
   Is it safe to use Paxil during the first trimester of pregnancy?
",[],1
   Is it really safe to use Paxil during the first trimester of pregnancy.  I think it is but I want to confirm that it is.,"
   How should I workup this baby with a single umbilical artery?
",[],0
   What is the common serum marker for ovarian cancer?  I want to say carcinoembryonic antigen (CEA) but that's for colon cancer.  I just don't remember.,"
   What is the serum marker for ovarian cancer?
","['ovarian cancer', 'colon cancer']",1
   What is the common serum marker for ovarian cancer?  I want to say carcinoembryonic antigen (CEA) but that's for colon cancer.  I just don't remember.,"
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
","['ovarian cancer', 'colon cancer']",0
   Why does he have eye pain and blurred vision (referred to ophthalmologist)?,"
   Why does he have eye pain and blurred vision?
","['pain', 'blurred vision']",1
   Why does he have eye pain and blurred vision (referred to ophthalmologist)?,"
   What is causing his fatigue?  I think it's viral but not sure.
","['pain', 'blurred vision']",0
   What is the dose of Imodium?,"
   What is the dose of Imodium?
",['Imodium'],1
   What drugs are folic acid antagonists?,"
   What drugs are folic acid antagonists?
",['folic acid'],1
Would Vitamin B12 help this patient feel better (on chemotherapy for breast cancer)?,Would vitamin B12 help this patient feel better (on chemotherapy for breast cancer)?,"['Vitamin B12', 'breast cancer']",1
Would Vitamin B12 help this patient feel better (on chemotherapy for breast cancer)?,"
   Let's give these immunizations.  That's right isn't it?
","['Vitamin B12', 'breast cancer']",0
   What is the dose of oral Lamisil?,"
   What is the dose of oral Lamisil?
",['Lamisil'],1
   Which dose of Premarin is green?,"
   Which dose of Premarin is green?
",['green'],1
   Which dose of Premarin is green?,"
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
",['green'],0
   How should I treat this patient with seizures?,"
   How should I treat this patient with seizures?
",['seizures'],1
   How should I treat this patient with seizures?,"
   What is the dose of Famvir?
",['seizures'],0
"   Are her symptoms (sweating, feeling of being stimulated, nervous) due to Paxil?","
   Are her symptoms (sweating, feeling of being stimulated, nervous) due to Paxil?
",[],1
"   Are her symptoms (sweating, feeling of being stimulated, nervous) due to Paxil?",How should I treat polymenorrhea in a 14-year-old girl?,[],0
Does this patient with a 3-week-old fracture of the distal head of the fifth metatarsal need any treatment?,"Patient with 3-week-old fracture of distal head fifth metatarsal, need any treatment?",['fracture'],1
Does this patient with a 3-week-old fracture of the distal head of the fifth metatarsal need any treatment?,"
   What is the dose of Famvir?
",['fracture'],0
"   This woman called about her husband who was seen in the emergency room because of confusion and dementia.  Should I get a head computerized tomography (CT) now since he is improving, or wait and run the risk of missing a brain tumor?","
   Patient with confusion and dementia in emergency room, now better. Get head computerized tomography (CT) now or observe?
","['confusion', 'dementia', 'tumor']",1
"   This woman called about her husband who was seen in the emergency room because of confusion and dementia.  Should I get a head computerized tomography (CT) now since he is improving, or wait and run the risk of missing a brain tumor?","
   Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum)
","['confusion', 'dementia', 'tumor']",0
   How much codeine is in Tylenol with codeine elixir?,"
   How much codeine is in Tylenol with codeine elixir?
","['codeine', 'Tylenol']",1
"A 40 year-old woman with left chest pain, tender 4th rib, lungs clear, heart normal, psychiatric overlay, suspect intercostal neuritis.  How far do you go with a workup for chest pain?  Attempting to keep costs down.","
   Forty-year-old woman left chest pain, tender fourth rib, psychiatric overlay, how far to workup?
","['neuritis', 'psychiatric', 'chest pain']",1
"A 40 year-old woman with left chest pain, tender 4th rib, lungs clear, heart normal, psychiatric overlay, suspect intercostal neuritis.  How far do you go with a workup for chest pain?  Attempting to keep costs down.","
   How do you inject the bicipital tendon?
","['neuritis', 'psychiatric', 'chest pain']",0
